CustomerID,ApplicationDate,CreditAmount,PersonType,ApprovalStatus,ProductType,City,PersonIncome,PersonAge,CompanyRevenue,CompanyAge,EconomicActivity,CreditScore,DefaultStatus
244492,2023-07-08,10036,PF,APPROVED,CartaoCredito,Smallville,130883,NaN,NaN,NaN,null,709,0
372082,2023-05-24,1381,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,1109777,7,Others,361,NaN
491518,2023-04-06,409,PF,DENIED,Emprestimo,Smallville,NaN,22,NaN,NaN,null,545,NaN
81163,2023-07-01,2203,PF,APPROVED,Emprestimo,Springfield,81624,41,NaN,NaN,null,539,1
20941,2023-06-04,6885,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,1180568,1,Marketing,772,0
80585,2023-06-10,4000,PF,DENIED,CartaoCredito,Night City,NaN,32,NaN,NaN,null,664,NaN
486869,2023-12-05,8486,PF,DENIED,Emprestimo,Night City,51622,61,NaN,NaN,null,262,NaN
169152,2023-06-28,16044,PF,DENIED,CartaoCredito,Springfield,6001,36,NaN,NaN,null,321,NaN
312938,2023-12-21,7867,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,16800,1,Education,637,0
26663,2023-10-27,4629,PF,APPROVED,CartaoCredito,null,10220,35,NaN,NaN,null,618,1
405622,2023-02-22,3400,PF,APPROVED,CartaoCredito,Smallville,32278,24,NaN,NaN,null,765,1
488837,2023-02-16,204,PF,DENIED,Emprestimo,Smallville,31902,55,NaN,NaN,null,501,NaN
327873,2023-09-16,20777,PF,DENIED,CartaoCredito,Springfield,49573,33,NaN,NaN,null,345,NaN
322757,2023-02-17,2418,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,824169,6,Marketing,516,0
442049,2023-09-14,826,PF,APPROVED,CartaoCredito,null,13757,50,NaN,NaN,null,791,0
347022,2023-11-11,5494,PF,DENIED,Emprestimo,Springfield,22227,47,NaN,NaN,null,685,NaN
157892,2023-02-12,1672,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,917173,7,Agriculture,883,1
257190,2023-03-19,4407,PJ,DENIED,Emprestimo,Night City,NaN,NaN,198653,NaN,Marketing,551,NaN
414140,2023-06-22,4419,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,250490,2,null,543,NaN
300248,2023-09-29,2951,PF,APPROVED,Emprestimo,Springfield,69959,61,NaN,NaN,null,528,0
288443,2023-12-10,9043,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,84256,2,Agriculture,649,0
187740,2023-05-15,1539,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,202080,1,Marketing,467,NaN
38211,2023-12-13,2977,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,1190043,4,Others,522,0
411059,2023-08-07,3858,PF,APPROVED,Emprestimo,Night City,17939,51,NaN,NaN,null,837,1
371029,2023-05-29,5448,PF,APPROVED,CartaoCredito,Night City,75736,31,NaN,NaN,null,576,0
166650,2023-02-13,7662,PF,DENIED,Emprestimo,Night City,5582,62,NaN,NaN,null,380,NaN
275459,2023-07-28,2511,PF,DENIED,CartaoCredito,Smallville,30516,43,NaN,NaN,null,216,NaN
115324,2023-01-15,5193,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,116059,13,Agriculture,521,NaN
96401,2023-02-25,816,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,NaN,NaN,Marketing,723,0
272948,2023-05-16,13489,PJ,DENIED,Emprestimo,Night City,NaN,NaN,NaN,13,Marketing,444,NaN
35745,2023-12-27,2415,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,264400,2,Marketing,385,NaN
412226,2023-04-21,6538,PF,APPROVED,Emprestimo,Night City,221848,20,NaN,NaN,null,828,0
264840,2023-06-26,103,PF,APPROVED,Emprestimo,Springfield,26512,48,NaN,NaN,null,787,1
83557,2023-10-15,1148,PF,APPROVED,Emprestimo,Springfield,68573,39,NaN,NaN,null,882,0
218068,2023-02-21,3338,PJ,APPROVED,Emprestimo,null,NaN,NaN,NaN,5,Others,840,0
284731,2023-08-03,10529,PF,APPROVED,Emprestimo,Smallville,19385,64,NaN,NaN,null,521,1
281562,2023-01-18,3746,PF,DENIED,Emprestimo,Smallville,12559,20,NaN,NaN,null,416,NaN
211507,2023-11-22,13287,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,1451283,5,Marketing,814,0
48206,2023-11-20,3306,PF,APPROVED,Emprestimo,Springfield,72780,42,NaN,NaN,null,763,0
183188,2023-03-20,3371,PF,DENIED,Emprestimo,Night City,92279,50,NaN,NaN,null,524,NaN
115972,2023-10-26,638,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,11788,3,Marketing,380,NaN
463155,2023-06-27,8114,PF,APPROVED,Emprestimo,Night City,29601,58,NaN,NaN,null,587,0
111859,2023-02-14,1418,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,133119,3,HealthCare,666,NaN
347779,2023-05-07,11494,PF,DENIED,Emprestimo,Night City,28191,46,NaN,NaN,null,407,NaN
174003,2023-11-13,12086,PF,DENIED,CartaoCredito,Night City,123478,25,NaN,NaN,null,556,NaN
173575,2023-06-01,14351,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,90583,3,HealthCare,544,0
189162,2023-07-28,3672,PF,DENIED,CartaoCredito,Smallville,20032,31,NaN,NaN,null,686,NaN
153918,2023-07-25,5652,PF,DENIED,CartaoCredito,null,20370,20,NaN,NaN,null,221,NaN
114529,2023-11-24,7537,PF,APPROVED,CartaoCredito,Springfield,76200,36,NaN,NaN,null,892,1
498236,2023-10-12,702,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,737654,2,Marketing,509,0
394609,2023-06-22,4593,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,116540,1,Agriculture,770,1
324158,2023-09-20,174,PJ,DENIED,Emprestimo,Night City,NaN,NaN,388684,7,HealthCare,604,NaN
278135,2023-08-09,3441,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,554527,3,Marketing,486,NaN
248962,2023-10-05,841,PF,DENIED,CartaoCredito,Springfield,10965,22,NaN,NaN,null,564,NaN
294302,2023-07-03,1010,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,1242945,0,Marketing,667,NaN
431850,2023-06-17,2271,PF,APPROVED,CartaoCredito,Night City,1074,68,NaN,NaN,null,581,1
394335,2023-06-13,2832,PF,APPROVED,CartaoCredito,Smallville,16968,21,NaN,NaN,null,858,0
340421,2023-06-13,4880,PF,DENIED,Emprestimo,Springfield,9901,45,NaN,NaN,null,364,NaN
4616,2023-11-12,387,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,684170,28,Marketing,609,NaN
60148,2023-04-29,3503,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,829271,10,Others,819,0
350717,2023-10-19,1008,PF,APPROVED,CartaoCredito,Springfield,21394,40,NaN,NaN,null,770,0
181408,2023-08-30,4266,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,105735,8,Education,514,0
233658,2023-05-30,5072,PF,DENIED,Emprestimo,Springfield,145133,18,NaN,NaN,null,676,NaN
126012,2023-03-26,4068,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,206193,1,HealthCare,650,NaN
474217,2023-05-24,6703,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,539217,2,Marketing,737,1
336732,2023-07-16,2044,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,82037,12,Marketing,477,NaN
321757,2023-12-15,7243,PF,APPROVED,Emprestimo,null,85475,30,NaN,NaN,null,630,1
481615,2023-11-20,2835,PF,APPROVED,Emprestimo,Night City,21287,43,NaN,NaN,null,540,1
325652,2023-09-25,3310,PF,DENIED,CartaoCredito,Springfield,17747,39,NaN,NaN,null,403,NaN
127836,2023-08-24,5222,PF,DENIED,Emprestimo,Springfield,126162,34,NaN,NaN,null,255,NaN
20908,2023-11-12,93,PF,APPROVED,CartaoCredito,Smallville,18136,58,NaN,NaN,null,843,0
357854,2023-09-15,5306,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,76298,12,Others,412,NaN
464341,2023-07-28,4819,PF,DENIED,CartaoCredito,Night City,89879,24,NaN,NaN,null,428,NaN
168264,2023-10-17,1854,PF,APPROVED,Emprestimo,Springfield,NaN,48,NaN,NaN,null,769,0
199950,2023-09-15,448,PJ,DENIED,Emprestimo,Night City,NaN,NaN,286542,2,HealthCare,689,NaN
480213,2023-07-24,477,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,324774,14,HealthCare,575,0
417442,2023-02-15,12834,PF,DENIED,CartaoCredito,Night City,66041,62,NaN,NaN,null,395,NaN
495446,2023-07-23,5844,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,788897,24,Agriculture,547,0
59441,2023-03-12,680,PF,DENIED,Emprestimo,Springfield,33742,36,NaN,NaN,null,458,NaN
202311,2023-08-14,2206,PF,APPROVED,CartaoCredito,Springfield,5995,70,NaN,NaN,null,732,0
134528,2023-07-29,4488,PF,APPROVED,Emprestimo,Night City,18060,69,NaN,NaN,null,730,0
283240,2023-01-20,9026,PF,APPROVED,Emprestimo,Night City,38158,58,NaN,NaN,null,682,0
379572,2023-07-27,223,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,138056,8,HealthCare,760,0
148284,2023-03-10,1350,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,2763108,3,Agriculture,282,NaN
12953,2023-06-23,11025,PF,DENIED,CartaoCredito,Smallville,32426,26,NaN,NaN,null,501,NaN
477803,2023-11-23,46,PF,DENIED,Emprestimo,Springfield,68810,53,NaN,NaN,null,658,NaN
270988,2023-02-13,1124,PF,APPROVED,CartaoCredito,Night City,31247,23,NaN,NaN,null,630,0
431022,2023-12-07,15974,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,323081,18,Education,327,NaN
403961,2023-03-07,4752,PF,APPROVED,Emprestimo,null,60890,38,NaN,NaN,null,517,0
196587,2023-01-07,1517,PF,DENIED,CartaoCredito,Springfield,92636,56,NaN,NaN,null,378,NaN
269647,2023-10-14,347,PJ,DENIED,Emprestimo,Night City,NaN,NaN,261933,24,Agriculture,685,NaN
420908,2023-03-31,143,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,26817,15,Education,600,NaN
266724,2023-09-14,1403,PF,APPROVED,Emprestimo,Smallville,22305,NaN,NaN,NaN,null,658,0
233601,2023-11-20,10664,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,548,11,Others,641,0
255226,2023-06-11,2689,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,NaN,1,null,319,NaN
22991,2023-10-21,6371,PJ,DENIED,Emprestimo,Night City,NaN,NaN,628132,11,Others,615,NaN
155417,2023-08-09,12523,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,644245,3,Agriculture,208,NaN
470959,2023-05-27,2622,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,279422,10,Education,465,NaN
341589,2023-01-17,1061,PJ,DENIED,Emprestimo,Night City,NaN,NaN,6822,16,HealthCare,574,NaN
100932,2023-11-10,3640,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,70505,2,null,694,1
167937,2023-01-09,11934,PF,APPROVED,Emprestimo,Smallville,3296,63,NaN,NaN,null,649,1
269429,2023-06-09,8158,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,8597,26,Others,689,NaN
43173,2023-06-01,340,PF,DENIED,CartaoCredito,Springfield,78534,51,NaN,NaN,null,671,NaN
497137,2023-11-09,5898,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,371051,NaN,Others,881,1
50309,2023-04-26,4242,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,67478,8,Agriculture,607,0
87764,2023-04-04,11901,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,1006321,1,Education,469,NaN
405442,2023-02-11,653,PF,DENIED,CartaoCredito,Night City,NaN,23,NaN,NaN,null,477,NaN
282054,2023-02-06,3818,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,748056,6,Others,737,0
279554,2023-03-03,10579,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,295859,0,null,584,0
3844,2023-02-22,2638,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,474768,13,Education,850,0
328694,2023-04-04,3289,PF,APPROVED,CartaoCredito,Springfield,191912,61,NaN,NaN,null,762,0
34327,2023-02-02,365,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,279779,13,Agriculture,483,NaN
110511,2023-04-22,1630,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,570543,11,Others,575,NaN
351449,2023-05-29,1962,PF,APPROVED,CartaoCredito,Night City,30362,18,NaN,NaN,null,885,0
330047,2023-03-03,14513,PF,DENIED,Emprestimo,Night City,14260,53,NaN,NaN,null,427,NaN
405580,2023-08-12,1661,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,823784,17,Marketing,330,NaN
111766,2023-04-29,3089,PJ,DENIED,Emprestimo,Night City,NaN,NaN,84594,1,Marketing,332,NaN
453484,2023-01-10,5563,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,48958,1,null,696,1
359350,2023-01-22,885,PF,DENIED,Emprestimo,null,13083,62,NaN,NaN,null,649,NaN
222408,2023-05-22,3332,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,1656612,24,Marketing,445,NaN
438130,2023-04-27,6707,PF,DENIED,CartaoCredito,Smallville,69354,NaN,NaN,NaN,null,442,NaN
54488,2023-05-31,10082,PF,APPROVED,Emprestimo,Night City,NaN,52,NaN,NaN,null,875,1
107783,2023-04-29,4921,PF,APPROVED,Emprestimo,null,35757,50,NaN,NaN,null,569,0
281939,2023-05-17,5529,PJ,DENIED,Emprestimo,Night City,NaN,NaN,134013,3,Agriculture,544,NaN
434503,2023-10-29,675,PF,DENIED,CartaoCredito,Night City,NaN,37,NaN,NaN,null,307,NaN
368440,2023-02-14,14573,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,291898,3,Agriculture,280,NaN
460659,2023-03-15,711,PF,DENIED,CartaoCredito,Night City,72011,34,NaN,NaN,null,531,NaN
388695,2023-10-01,7451,PF,APPROVED,Emprestimo,Smallville,10312,28,NaN,NaN,null,826,0
406432,2023-08-02,1538,PF,DENIED,Emprestimo,Night City,34675,59,NaN,NaN,null,285,NaN
228190,2023-06-29,13560,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,980829,2,HealthCare,319,NaN
338985,2023-10-01,6364,PF,DENIED,CartaoCredito,Smallville,19423,40,NaN,NaN,null,672,NaN
428215,2023-05-21,7008,PF,APPROVED,Emprestimo,null,21887,57,NaN,NaN,null,837,0
492701,2023-02-11,1236,PF,APPROVED,CartaoCredito,Springfield,122991,26,NaN,NaN,null,689,0
37812,2023-01-23,2926,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,69010,12,Education,380,NaN
391586,2023-06-19,4809,PF,DENIED,CartaoCredito,Night City,48583,46,NaN,NaN,null,699,NaN
359685,2023-05-29,7348,PF,APPROVED,CartaoCredito,Springfield,36863,60,NaN,NaN,null,501,1
80612,2023-06-26,549,PF,APPROVED,CartaoCredito,Night City,29499,56,NaN,NaN,null,732,0
12454,2023-05-29,16399,PJ,DENIED,Emprestimo,Night City,NaN,NaN,427050,3,Others,615,NaN
240767,2023-03-27,11046,PF,APPROVED,Emprestimo,Springfield,NaN,61,NaN,NaN,null,699,0
375846,2023-11-19,1576,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,336345,2,Education,482,NaN
173915,2023-04-08,8651,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,51834,8,Education,557,NaN
19864,2023-12-17,3652,PF,DENIED,Emprestimo,Smallville,83285,44,NaN,NaN,null,547,NaN
45887,2023-09-03,3098,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,115776,NaN,Agriculture,571,NaN
38404,2023-03-31,1888,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,49895,1,null,431,NaN
28453,2023-07-21,4349,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,729805,8,Agriculture,386,NaN
93320,2023-10-13,6545,PF,APPROVED,CartaoCredito,Springfield,185223,58,NaN,NaN,null,635,0
416398,2023-04-21,2646,PF,DENIED,Emprestimo,Springfield,55095,64,NaN,NaN,null,461,NaN
132073,2023-05-29,4961,PF,APPROVED,Emprestimo,Night City,95808,35,NaN,NaN,null,885,0
292597,2023-01-31,6008,PF,APPROVED,CartaoCredito,Night City,13024,59,NaN,NaN,null,684,0
36932,2023-08-20,6209,PF,DENIED,CartaoCredito,Night City,19569,NaN,NaN,NaN,null,564,NaN
301446,2023-03-16,267,PF,APPROVED,Emprestimo,Springfield,25347,61,NaN,NaN,null,623,0
430766,2023-12-19,9822,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,677016,7,Marketing,625,0
119352,2023-05-16,3065,PF,APPROVED,CartaoCredito,Smallville,108315,39,NaN,NaN,null,894,0
477620,2023-12-25,1522,PF,APPROVED,Emprestimo,Springfield,36322,25,NaN,NaN,null,855,1
135607,2023-10-12,1384,PF,DENIED,Emprestimo,Smallville,154074,26,NaN,NaN,null,652,NaN
213717,2023-07-15,3299,PJ,DENIED,Emprestimo,null,NaN,NaN,87535,20,Marketing,600,NaN
203441,2023-06-04,10894,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,24102,5,Agriculture,743,0
236520,2023-11-28,2377,PF,APPROVED,Emprestimo,Night City,7929,36,NaN,NaN,null,557,0
330416,2023-06-14,6926,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,637154,6,HealthCare,613,0
212048,2023-01-01,509,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,21913,18,Marketing,387,NaN
227030,2023-06-19,3232,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,142973,28,Education,590,NaN
165887,2023-10-29,23949,PF,DENIED,Emprestimo,Smallville,24523,69,NaN,NaN,null,589,NaN
8856,2023-04-16,7358,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,131259,1,Marketing,446,NaN
204212,2023-12-20,1182,PF,APPROVED,Emprestimo,Night City,7163,43,NaN,NaN,null,633,1
353003,2023-01-01,3480,PF,DENIED,Emprestimo,null,4695,21,NaN,NaN,null,611,NaN
62027,2023-12-06,1330,PF,APPROVED,Emprestimo,Smallville,39323,57,NaN,NaN,null,898,0
280408,2023-06-25,2634,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,NaN,34,Others,579,NaN
3093,2023-08-06,7573,PF,DENIED,Emprestimo,Springfield,121430,42,NaN,NaN,null,376,NaN
336291,2023-11-02,7375,PF,APPROVED,Emprestimo,Springfield,54732,63,NaN,NaN,null,781,0
377638,2023-05-19,1295,PF,APPROVED,CartaoCredito,Springfield,146604,65,NaN,NaN,null,661,0
324194,2023-05-08,12770,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,696371,3,HealthCare,704,1
33155,2023-08-19,4489,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,38841,11,HealthCare,630,0
396342,2023-08-01,2390,PF,APPROVED,CartaoCredito,Smallville,91914,43,NaN,NaN,null,826,0
391094,2023-07-05,3485,PF,APPROVED,Emprestimo,Night City,83815,31,NaN,NaN,null,507,0
307028,2023-01-17,4645,PF,APPROVED,CartaoCredito,Springfield,55165,54,NaN,NaN,null,747,0
23864,2023-09-27,4104,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,203208,4,Agriculture,881,0
367465,2023-07-24,3332,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,464390,5,HealthCare,795,0
444728,2023-04-20,3515,PF,DENIED,CartaoCredito,null,16956,40,NaN,NaN,null,689,NaN
38058,2023-05-24,970,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,1066083,9,Agriculture,619,NaN
187538,2023-02-14,8376,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,626547,13,Marketing,740,0
486565,2023-02-20,3902,PF,APPROVED,Emprestimo,Smallville,75323,32,NaN,NaN,null,548,0
263632,2023-07-22,703,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,318244,11,Education,681,NaN
55646,2023-04-12,7266,PJ,APPROVED,CartaoCredito,null,NaN,NaN,492331,13,Others,578,0
151958,2023-06-07,13474,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,481212,11,Others,601,0
412558,2023-08-11,14716,PJ,APPROVED,CartaoCredito,null,NaN,NaN,510759,18,Marketing,835,0
359598,2023-12-15,2302,PF,APPROVED,Emprestimo,Springfield,8129,48,NaN,NaN,null,679,0
157995,2023-04-26,728,PF,APPROVED,CartaoCredito,Smallville,59021,38,NaN,NaN,null,870,0
318016,2023-09-06,3653,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,308140,2,Others,755,0
45354,2023-05-05,597,PF,APPROVED,Emprestimo,Night City,16866,51,NaN,NaN,null,695,1
147597,2023-04-06,13590,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,1319340,NaN,Education,554,0
401225,2023-10-01,1014,PF,DENIED,CartaoCredito,Springfield,16340,60,NaN,NaN,null,574,NaN
485853,2023-06-14,1457,PF,APPROVED,CartaoCredito,Springfield,59564,45,NaN,NaN,null,576,0
229469,2023-03-31,2610,PF,DENIED,Emprestimo,Night City,NaN,36,NaN,NaN,null,368,NaN
199971,2023-12-24,2416,PF,DENIED,CartaoCredito,Night City,28415,64,NaN,NaN,null,448,NaN
207154,2023-05-05,7916,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,150278,19,Marketing,427,NaN
431029,2023-06-17,3047,PF,DENIED,CartaoCredito,Springfield,65101,44,NaN,NaN,null,245,NaN
346410,2023-08-07,936,PF,DENIED,Emprestimo,Springfield,52996,41,NaN,NaN,null,700,NaN
16159,2023-01-06,1554,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,343279,6,Agriculture,826,0
248507,2023-09-09,3558,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,16183,3,Agriculture,555,0
81959,2023-08-24,798,PF,DENIED,Emprestimo,Night City,NaN,22,NaN,NaN,null,634,NaN
279691,2023-01-01,4729,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,262535,3,Marketing,460,NaN
115273,2023-06-23,4171,PF,DENIED,CartaoCredito,Night City,33012,42,NaN,NaN,null,599,NaN
71504,2023-11-25,6271,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,9513,NaN,HealthCare,726,1
391515,2023-09-02,13879,PF,DENIED,CartaoCredito,Springfield,1882,23,NaN,NaN,null,502,NaN
204993,2023-05-31,12167,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,42617,4,HealthCare,280,NaN
417738,2023-11-22,14601,PJ,APPROVED,Emprestimo,Springfield,NaN,NaN,3203,9,Agriculture,585,1
418112,2023-09-14,1403,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,218178,2,Agriculture,244,NaN
445366,2023-10-05,705,PF,APPROVED,Emprestimo,Smallville,21743,64,NaN,NaN,null,583,0
286117,2023-07-15,1800,PF,APPROVED,CartaoCredito,Smallville,51639,36,NaN,NaN,null,701,0
154654,2023-10-14,11273,PF,DENIED,Emprestimo,Springfield,12969,61,NaN,NaN,null,542,NaN
332423,2023-08-25,17887,PF,APPROVED,CartaoCredito,Night City,11213,26,NaN,NaN,null,649,1
75538,2023-01-29,9807,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,153264,5,Marketing,566,NaN
156268,2023-01-12,583,PF,DENIED,CartaoCredito,Night City,3540,54,NaN,NaN,null,263,NaN
355095,2023-10-30,14728,PF,DENIED,CartaoCredito,Night City,124928,68,NaN,NaN,null,511,NaN
465032,2023-09-02,2753,PF,DENIED,CartaoCredito,Smallville,NaN,47,NaN,NaN,null,279,NaN
479288,2023-09-02,47,PF,DENIED,Emprestimo,Night City,30228,37,NaN,NaN,null,227,NaN
416818,2023-05-09,2921,PF,DENIED,Emprestimo,Smallville,12238,27,NaN,NaN,null,453,NaN
454631,2023-10-23,236,PF,APPROVED,Emprestimo,Night City,32298,24,NaN,NaN,null,668,1
382377,2023-10-29,3925,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,208276,14,HealthCare,330,NaN
339708,2023-05-11,2067,PF,APPROVED,CartaoCredito,Smallville,25858,31,NaN,NaN,null,566,0
195628,2023-03-06,3207,PF,DENIED,CartaoCredito,Night City,4326,49,NaN,NaN,null,251,NaN
497794,2023-10-07,4749,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,635026,4,Education,502,0
5846,2023-09-11,10155,PJ,DENIED,Emprestimo,Smallville,NaN,NaN,1071946,4,Others,219,NaN
290207,2023-01-04,5422,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,186525,3,HealthCare,667,NaN
458630,2023-06-18,2846,PJ,APPROVED,CartaoCredito,Smallville,NaN,NaN,529554,NaN,null,660,0
291017,2023-12-07,8558,PJ,DENIED,CartaoCredito,Springfield,NaN,NaN,2663942,0,Others,247,NaN
74121,2023-06-11,11800,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,90007,0,Agriculture,864,1
64611,2023-03-22,638,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,162240,13,Agriculture,528,0
21902,2023-01-08,3796,PJ,DENIED,Emprestimo,Night City,NaN,NaN,852333,1,Others,238,NaN
2638,2023-04-13,1674,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,1940,NaN,HealthCare,553,0
300270,2023-12-02,241,PF,APPROVED,CartaoCredito,Springfield,21356,NaN,NaN,NaN,null,632,0
312819,2023-05-11,5521,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,325368,16,Others,649,0
206613,2023-02-02,9931,PF,DENIED,Emprestimo,Springfield,38346,58,NaN,NaN,null,494,NaN
281623,2023-08-12,889,PJ,DENIED,Emprestimo,Springfield,NaN,NaN,NaN,15,Marketing,429,NaN
287062,2023-04-21,8368,PJ,APPROVED,CartaoCredito,null,NaN,NaN,363307,NaN,Agriculture,586,0
496490,2023-09-19,9600,PF,APPROVED,Emprestimo,Night City,18729,63,NaN,NaN,null,833,0
44631,2023-03-27,12287,PF,DENIED,Emprestimo,Springfield,72187,65,NaN,NaN,null,649,NaN
159746,2023-06-29,1541,PJ,DENIED,CartaoCredito,Smallville,NaN,NaN,2140190,3,Agriculture,284,NaN
110129,2023-05-13,11715,PJ,APPROVED,CartaoCredito,Night City,NaN,NaN,598935,0,HealthCare,794,0
392323,2023-04-13,1933,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,822452,2,Education,725,0
388724,2023-11-26,4019,PF,DENIED,Emprestimo,Springfield,175042,50,NaN,NaN,null,340,NaN
473719,2023-09-15,259,PF,DENIED,Emprestimo,Night City,15569,63,NaN,NaN,null,293,NaN
380601,2023-03-18,224,PF,APPROVED,Emprestimo,Smallville,73458,21,NaN,NaN,null,721,0
180278,2023-03-13,6371,PJ,APPROVED,Emprestimo,Night City,NaN,NaN,212722,8,Others,844,0
111012,2023-10-26,2939,PJ,APPROVED,Emprestimo,null,NaN,NaN,1401481,3,Marketing,578,0
216350,2023-05-25,1481,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,236958,9,Others,846,0
474810,2023-11-13,1056,PJ,DENIED,Emprestimo,Night City,NaN,NaN,227843,77,null,289,NaN
338655,2023-07-27,5543,PJ,APPROVED,CartaoCredito,Springfield,NaN,NaN,406682,17,Agriculture,520,0
446410,2023-06-29,2,PF,APPROVED,Emprestimo,Springfield,45433,48,NaN,NaN,null,524,0
268726,2023-07-20,8197,PJ,DENIED,CartaoCredito,Night City,NaN,NaN,200622,26,Others,510,NaN
74688,2023-08-29,413,PJ,APPROVED,Emprestimo,Smallville,NaN,NaN,884823,4,Marketing,780,0
